Date,Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Colour,Capacity,Wattage,Country of Origin,Home Kitchen Rank,Air Fryers Rank,Technical Details,Description
2/20/2023,https://www.amazon.in/Essential-Panel-1400W-Electric-Functions-Temperature/dp/B0BMQG69XX,"SUPVOX® Essential Air Fryer with Touch Panel-1400W 8L, Oilless Electric Cooker with 8 Cooking Functions, uses up to 90% less fat, Custom Presets, Temperature Control & Auto Shut Off Feature",Supvox,3.8,1,"10,799","4,699.00",Not Available,Not Available,Not Available,China,1118030,89,"{'Country of Origin': 'China', 'Item model number': 'SUPVOX-01', 'ASIN': 'B0BMQG69XX'}","['8L AIR FRYER FOR HOME: Oil less, healthy, smoke free, hassle free cooking oilless electric cooker for each family, 8L large capacity meets your needs for any food, perfect for family, party, hosting guest. Auto timing and insulation function make it automatically to work at the time you want and keep the food warm all the time, let you have a hassle free and no rush morning breakfast time.', 'COOKING MODES FOR AIR FRYER: Essential Air Fryer with 8 functions and 6 preset menu for you can handle various delicious food, dessert, bread, cuisine hassle free. You can make fish, cake, chicken leg, french fries, lamp, shrimp, toast, vegetables and egg tart, almost anything you want. Even for cooking rookies, this air fryer can fix that, making cooking easier than before.', 'INSTANT ADJUSTMENT: Want hotter temperature or need to cook it longer? No problem. Simply pull the pot out and do your adjustment, then put back to the oil-free fryer, as we design a leave-an-off function, once the pot is leaving the electric air fryer, the air fryer will safely auto pause until the pot back in place.', 'LCD TOUCH SCREEN DESIGN: Super easy operation, digital air fryer with LCD touch screen design, fashion modern icon on buttons can let you clearly know the respective function. Every one can make delicious food for yourself and family, friends, everyone could be the chef.', 'HEALTHY LIFESTYLE & EASY TO CLEAN UP: The air fryer cooker can reduce 90% oil for healthy diets and allows you to make crispy entrees and side dishes with almost no oil. Less oil cooking methods let you have a healthier lifestyle. Plug and play, with non sticky coating fryer pot, easy to use and clean. The design looks nice and simple, making the air fryer perfect for any kitchen, 10"" X 9.5"" X 4"" in overall size for your counter.']"
2/20/2023,https://www.amazon.in/Ninja-1550-Watt-Programmable-Dehydrating-AF101/dp/B07FDJMC9Q,Ninja AF101 1550-Watt Programmable Base Air Fryer with 4-Quart Ceramic Coated Basket (Black/Grey),Ninja,4.3,Not Available,Not Available,"23,287.00",Black,4 Quarts,1550 Watts,Not Available,1497190,98,"{'Special Feature': 'Programmable', 'Colour': 'Black', 'Capacity': '4 Quarts', 'Material': 'Ceramic', 'Recommended Uses For Product': 'Roast, Reheat', 'Output Wattage': '1550 Watts', 'Item Weight': '10.58 Pounds', 'Brand': 'Ninja', 'Wattage': '1550 Watts', 'Voltage': '110 Volts', 'Control Method': 'Remote', 'Has Nonstick Coating': 'Yes', 'Min Temperature Setting': '24 f', 'Is Dishwasher Safe': 'No', 'Max Temperature Setting': '400 f', 'Item model number': 'AF101', 'ASIN': 'B07FDJMC9Q'}","['Wattage - 1550W', 'Black, Gray Color', 'Programmable Base for Air Frying, Roasting, Reheating Dehydrating with 4-Quart Ceramic Coated Basket']"
2/20/2023,https://www.amazon.in/Rotisserie-Electric-Touchscreen-Roasting-Accessories/dp/B09T73T1PC,"AGARO Regency Air Fryer, 12L, Family Rotisserie Oven, 1800W Electric Air Fryer Toaster Oven, Tilt led Digital Touchscreen, 9 Presets Menu for Baking, Roasting, Toasting etc, with Accessories",Agaro,4.2,922,"19,995","7,999.00",Silver,12 litres,Not Available,China,1394,5,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '32D x 33W x 37.5H Centimeters', 'Colour': 'Silver', 'Capacity': '12 litres', 'Recommended Uses For Product': 'Roast, Reheat', 'Item Weight': '8000 Grams', 'Brand': 'AGARO', 'Manufacturer': 'Universal Corporation Limited', 'Country of Origin': 'China', 'Item model number': '33684', 'ASIN': 'B09T73T1PC'}","['12L large capacity, 1800W, Temp range: 80°C - 220°C, Timer: 1-90 min, 360° heat circulation technology, helps you finish cooking perfectly', '9+3+4 Functions: 9 Pre-set Recipes+3 Assist Cooking Functions+ 4 control setting. 9 Recipes - French Fries, Roast, Fish, Shrimps, Pizza, Chicken, Baking, Rotisserie, Toast. 3 Assist Cooking Functions: Reheat, Preheat, Defrost. 4 Security Features: Overheating protection, Automatic shut-off, Circuit overload protection, Dishwasher safe', 'Special Bevelled LED screen design: The simple and smart LED screen, transparent cooking window and Interior lighting, Touch control panel', 'Healthier Alternatives: Healthy cooking with less fat can reduce your fat intake by 90%, protecting your diet healthy', 'Includes: 1x Rotating Basket, 1x Handle Tool , 1x Rotisserie Fork, 1x Skewer Rack, 2x Mesh Racks \x97 1x Drip Tray, 1x Frying Basket, 2x Gloves 1 x Recipe Book""', 'Warranty: 2 year on product']"
2/20/2023,https://www.amazon.in/Geek-AiroCook-Acis-Capacity-Function/dp/B09SHWDCQL,"Geek AiroCook Acis Electric Air Fryer Oven | 14L Capacity | 5 Preset Functions - Toasting, Baking, Grilling, Air Fry and Reheating | Recipe Book with 5 Accessories (Stainless Steel, Silver, 1250W)",Geek,3.8,556,"11,999","8,999.00",Silver,14 litres,1250 Watts,China,10760,15,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '39.5D x 38W x 38H Centimeters', 'Colour': 'Silver', 'Capacity': '14 litres', 'Material': 'Stainless Steel', 'Recommended Uses For Product': 'Roast, Broil, Bake, Reheat', 'Brand': 'Geek', 'Wattage': '1250 Watts', 'Voltage': '220 Volts (AC)', 'Manufacturer': 'HomeEasy Industrial Co. Ltd.', 'Country of Origin': 'China', 'Item model number': 'Acis', 'ASIN': 'B09SHWDCQL'}","['5-IN-1 APPLIANCES : Geek AiroCook Acis Smart Air fryer oven that replaces your countertop Oven, Toaster, Air fryer, OTG & Griller and provide all in one solution. Now, bake and air fry your favourites with 85% less fat and oil-free.', 'MULTI FUNCTIONALITY : Geek Smart Oven can grill, bake, roast, and air fry all your favourites. Expand your cooking options with us - cake, chicken, pizza, steak, cookie, fries, kebabs, and veg skewers - all in one electric oven fryer.', '360° AIR HEATING : Featured with 360° hot air circulation technology, the air fryer oven helps achieve crispy food in no time by distributing heat in all directions. The 14L Oven Toaster griller gives you the advantage of cooking for a large family at once.', 'STAINLESS STEEL BUILT : Sturdy built AiroCook Acis comes with a Stainless Steel body with a sleek design for long lasting performance.', 'GLOBAL RECIPES: Download Geek Recipe App that contains exclusive Recipes with Videos covering Fillets, Butternut Squash, Tacos, Bacon & Scotch Eggs etc.', 'DIAL KNOB CONTROL : Set your desired time, temperature, function, fan speed, and toast level with the rotatory knob. Auto shut-off feature relieves you from monitoring whereas the transparent toughened glass with cool-touch handle is an added advantage.', 'WARRANTY & SUPPORT: AiroCook Acis Comes with 1 year warranty and door step service is provided covering 28+ States, 440+ Cities, 19000+ Pin-codes']"
2/20/2023,https://www.amazon.in/Borosil-Digital-Display-Functionality-Capacity/dp/B0B9XMWMB4,"Borosil Best Digi Air Fryer, Air Fryer for Home, Digital Display, 8 i 1 Functionality, 10 Pre-set Menus, 4.7 L Capacity",Borosil,3.8,2,"11,990","8,225.00",Black,4.7 litres,1300 Watts,India,125292,47,"{'Product Dimensions': '28D x 35.5W x 29H Centimeters', 'Colour': 'Black', 'Capacity': '4.7 litres', 'Material': 'Plastic', 'Item Weight': '5100 Grams', 'Brand': 'Borosil', 'Wattage': '1300 Watts', 'Voltage': '230 Volts (AC)', 'Model Name': 'Best Digi', 'Manufacturer': 'Borosil Limited', 'Country of Origin': 'India', 'Item model number': 'BAF02', 'ASIN': 'B0B9XMWMB4'}","['8 in 1 FUNCTION - The Borosil Best Digi Air-fryer can be used to fry, bake, grill, roast, dehydrate, among others so you have plenty of options in just one appliance.', 'USES 90% LESS OIL - With our digital air-fryer, fried food can be healthy too! Now prepare samosas, fries, fried chicken without worrying about the calories. The air-fryer prepares food using far less oil than conventional deep-frying.', 'ILLUMINATED EASYVIEW DOUBLE WALL WINDOW - The air fryer basket comes with a window through which you can monitor your food being prepared. ThIt also helps trap the heat inside so that your space does not heat up and the cooking is fast.', 'COOKS EFFORTLESSLY - The touch screen display is easy to use; temperature control up to 200⁰C, 60-min integrated timer with auto-off function and 10 pre-set options make any kitchen task easy – from frying and roasting to dehydrating and baking!', ""PERFECT FOR A FAMILY - Whether you're entertaining or have a large family, the capacity of our Best Digi Air-fryer is just ideal. The 4.7 L air-fryer basket helps you to make plenty of food without having to heat up your oven!""]"
2/20/2023,https://www.amazon.in/Homgeel-Intellect-Multifunctional-Intelligent-Temperature/dp/B09L1F6LCB,Homgeel Air Fryer Intellect Digital Screen Contact Control Air Fryer Multifunctional Oil-Free Healthy Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer,Homgeel,3.8,Not Available,Not Available,"3,549.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"{'Manufacturer': 'Homgeel', 'Item part number': 'GBINOMGH43131EU', 'ASIN': 'B09L1F6LCB'}","['🍰[[Healthy]This air fryer does not need oil when cooking and is more suitable for modern and healthy living concepts. Less oil and no fat. No frying is healthier. Smart cooking, no oily fume. You can easily cook food at home.', '🍰[[Safe]This air fryer is detachable, and the pull-out basket is very convenient to take. There is also a power-off memory function. When you need to pull out the frying basket to check the food status and remove the pan, it will automatically disconnect the power supply, making it safer to use.', '🍰[[Multifunction]This air fryer can not only preheat, keep warm, and keep the food in the best state but also can intelligently time it, allowing you to cook more easily. At the same time, there are 6 gourmet cooking modes, covering snacks, meat, seafood, cakes, etc., allowing you to easily enjoy a variety of delicious dishes.', '🍰[[Big Screen]This air fryer is equipped with a large display screen. The screen display is clear, there is a sensing device, and can be operated through the screen. The screen is sensitive, you can easily switch the fryer function, and the operation is very convenient.', '🍰[[Fast]This air fryer has a surrounding three-dimensional air guide groove, multiple heat dissipation systems, and the hot air circulates at a uniform speed. The energy gathering effect is stronger, the baking time is reduced, and the cooking time is shorter.']"
2/20/2023,https://www.amazon.in/Inalsa-Fry-1200W-Technology-Selection-Fry-Light-1400W/dp/B08K9MGX7B,"Inalsa Air Fryer 2.3 L Crispy Fry-1200W With Smart Rapid Air Technology, Timer Selection And Fully A & Inalsa Air Fryer Fry-Light-1400W With 4.2L Cooking Pan Capacity, Timer Selection",Inalsa,3.8,Not Available,"8,545.00","8,545.00",Not Available,Not Available,Not Available,China,1246960,91,"{'Country of Origin': 'China', 'ASIN': 'B08K9MGX7B'}","['Healthy Frying: Crispy Fry uses the rapid air technology to cook healthy-low fat versions of your favourite foods, using little to no oil. 85% Oil less than traditional frying methods ; Power Consumption: 1200W; Power Requirement: 220V ; Specially design cooking pan for better cooking result Frying material steel and 30 minutes timer with end alarm Auto shut off feature', 'Fast-Heating and Adjustable Temperature Control -- With 1200w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', 'Fulfil Instant Cravings, with 1400w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Family Size Basket with 2.9 L Food Basket and 4.2 L Cooking Pan capacity, this air-fryer serves the whole family, It makes your cooking effortless and is suitable for every occasion']"
2/20/2023,https://www.amazon.in/AF400M-Controls-Pre-sets-Cut-Off-Feature/dp/B0BQQZMVGY,"iBELL AF400M Air Fryer 4L, 1400W, Full Touch Controls with 7 Pre-sets, Timer & Auto Cut-Off Feature (Black)",IBELL,4.1,250,"7,690","3,784.00",Black AF400M,Not Available,Not Available,China,5993,11,"{'Special Feature': '1400 Watts, Touch Control And Digital Display, 4L Capacity, Automatic Shut-Off, 7 Cooking Presets, Timer Function', 'Product Dimensions': '34.5D x 23W x 30.9H Centimeters', 'Colour': 'Black AF400M', 'Material': 'Plastic', 'Item Weight': '3.92 Kilograms', 'Brand': 'IBELL', 'Control Method': 'Touch', 'Country of Origin': 'China', 'Item model number': 'AF400M', 'ASIN': 'B0BQQZMVGY'}","['iBELL Premium Air Fryer with 7 Presets & Smart Rapid Air Technology', 'Touch Control And Digital Display with Auto timer shut-off', 'Capacity: 4 Litre | Power: 1400W | Supply: 220 ~ 230V', 'Advanced Timer Function & Temperature Control Function', 'Preparing For Use: 1) Place the Appliance on a Stable, horizontal and Level Surface that is also Heat Resistant. 2) Place the Basket in the Frying Tray Properly. 3) Do not fill the Frying Tray with Oil or any other Liquid', '1 Year Standard Warranty + 1 Year Additional Warranty on Free Registration']"
2/20/2023,https://www.amazon.in/Pink-pari-Air-Convection-Dehydrator/dp/B09MTMDMV5,"Pink pari Air Fryer 4 L Large Cooking Pan Capacity Convection oven Electric Fryer Toaster Dehydrator for Oil-Less Air Frying Cooking Oven Oilless Cooker Hot Air Fryers Non-Stick Basket,Black,Standard",Pink Pari,4.3,Not Available,"18,999","9,099.00",Black,4 litres,1400 Watts,China,Not Available,Not Available,"{'Special Feature': 'Temperature Control', 'Colour': 'Black', 'Capacity': '4 litres', 'Material': 'Non-stick', 'Item Weight': '699 Grams', 'Brand': 'Pink pari', 'Wattage': '1400 Watts', 'Model Name': 'Air Fryer', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Pink pari', 'Country of Origin': 'China', 'Item model number': 'Air fryer', 'ASIN': 'B09MTMDMV5'}","['✪Healthy Fryer: High-speed circulating and high-temperature air is used to heat the ingredients to create a deep-fried taste. No more oil, and fat. Enjoy fast and healthy cooking.', '✪Perfect Crunch: Vortex heat flow technology gives a tender inside and a perfect crispy to food. Enjoy the taste and texture of all your favorite deep-fried foods.', '✪Oil-free fryer: Fryer with Air System Technology that with hot air at high speed and constant temperature fries with little or no oil and achieves much healthier frying, with less than 99% fat and a crispy and tasty result', '✪Non-stick Coating: The inner tank features a food-grade and nonstick coating, which achieves lower-fat cooking. No need for excess oil or butter.', '✪Large Capacity: 5.0L large capacity inner tank rooms for lots of fries and chickens. 30 minutes max timing allow you effortless to cook low-oil delicious.']"
2/20/2023,https://www.amazon.in/Air-Fryer-Accessories-Grill-Pan/dp/B08LHKZSQT,6 QT Air Fryer Accessories (Grill Pan),Nuwave,4.5,516,"8,188","4,094.00",Not Available,Not Available,Not Available,USA,Not Available,Not Available,"{'Manufacturer': 'NuWave', 'Country of Origin': 'USA', 'Item model number': 'GRILL PAN FOR 6QT BRIO', 'ASIN': 'B08LHKZSQT'}",[]
2/20/2023,https://www.amazon.in/%EF%BB%BF%EF%BB%BFLifelong-Digital-LLHFD722-Cooking-Warranty/dp/B0B24CJSVB,"﻿﻿Lifelong Digital Air Fryer LLHFD722 , 7.5 Litre XL LED Touch Screen, 12 Preset Cooking Modes, 1400 W , 85% Fat Reduced, 1-Year Warranty ( Silver & Black",Lifelong,4.7,6,"12,000","6,117.00",Silver,7.5 litres,1400 Watts,China,84269,38,"{'Colour': 'Silver', 'Capacity': '7.5 litres', 'Material': 'Plastic', 'Item Weight': '6500 Grams', 'Brand': 'Lifelong', 'Wattage': '1400 Watts', 'Voltage': '220 Volts', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Lifelong Online Retail Pvt Ltd', 'Country of Origin': 'China', 'Item model number': 'LLHFD722', 'ASIN': 'B0B24CJSVB'}","['5-IN-1 FUNCTIONALITY: Air fry, roast, bake, reheat and dehydrate', '360 Degree Air Circulation Technology : Advanced technology that allows air flow for a perfect golden finish and crispy, tender results every time!', 'ONE-TOUCH SMART PROGRAMS: Programs for one-touch wings, roasted veggies, garlicky potatoes, cookies, cinnamon buns and more!', 'FAST PREHEATING: Little to no preheating time, from frozen to golden in minutes!', 'EASY CLEAN-UP: Non-stick, dishwasher safe air fry basket.', 'A KITCHEN MUST HAVE: Perfect for quick delicious meals, preparing side dishes, appetizers, wings and more. Great addition to any kitchen; perfect for 4-6 servings.', '1 Year Domestic Warranty']"
2/20/2023,https://www.amazon.in/SToK-Technology-Touchscreen-capacity-Metallic/dp/B083XZMRHF,"Stok Air Fryer Max LED Digital Touchscreen with 8 Presets, 6.5 Liter 1800-Watts Electric Fryer Oven & Oil-Less Cooker for Roasting (29 Recipes in one Book and Metal Grill Free in Box Package) Black",SToK,3.6,441,"8,999","5,999.00",Not Available,Not Available,Not Available,China,115862,44,"{'Country of Origin': 'China', 'ASIN': 'B083XZMRHF'}","['Wattage: 1800W| Capacity: 6.5 L (6.5 liter internal Pan capacity/ 5.5 liter Basket Capacity)| Color Name: Metallic', 'Material: Stainless Steel, BPA Free Food Grade Plastic| Item Dimensions: Product: 11. 8 x 11. 8 x 12. 6 in; Basket: 9 x 9 x 3. 75 in', 'Included Components: 1 Air Fryer| Warranty: 1 Year Manufacturing Defect Off Site Warranty.', 'Key Benefits: Cooking Timer Up To 30 Minutes With Indication Bell', 'Cooking Capabilities: Roast; Grill; Bake']"
2/20/2023,https://www.amazon.in/Pringle-Air-Oven-Technology-Traditional/dp/B09K69F5RX,"Pringle Air Oven 23 Litres With Aero Crisp Technology 5 in one Traditional Air Fryer Oven | - Dehydrator, Air Fryer, Convection Oven with rotisserie | Preset Function - Toast, Bake, Broil, Air Fry and Reheat| Watt:1650W",PRINGLE,Not Available,3,"15,700","10,999.00",Black,22 litres,Not Available,China,241393,60,"{'Special Feature': 'Temperature Control', 'Product Dimensions': '41D x 37W x 37H Centimeters', 'Colour': 'Black', 'Capacity': '22 litres', 'Material': 'Steel', 'Recommended Uses For Product': 'Roast, Broil, Bake, Reheat', 'Item Weight': '4 Kilograms', 'Brand': 'PRINGLE', 'Manufacturer': 'Pringle Homeware Pvt Ltd', 'Country of Origin': 'China', 'Item model number': 'Air Oven 25', 'ASIN': 'B09K69F5RX'}","['5-in-1 Design : Now, bake and air fry your favourites with 85% less fat and oil-free with Geek AiroCook Iris+ Smart Air fryer oven that replaces your countertop oven/toaster / OTG / Air fryer/ griller. Does the job of all!', 'Aero crisp technology quickly disperses heated air in all directions. It also evenly cooks the food, preserving the crispy exterior texture. It even helps to keep the moisture in your food. The technology of Hot Air -It has a 360-degree air circulation system. As a result, the hot air and the fan have the ability to distribute heat in all directions.', '360° Air Heating : Featured with 360° hot air circulation technology, the air fryer oven helps you achieve crispy food in no time by distributing heat in all directions. The 25L Oven Toaster griller gives you the advantage of cooking for a large family at once', '\u200eINCLUDED COMPONENTS :\xa0Frying cage, turnspit ,frying basket ,frying net, enameled backing tray , wire rack and two carrying handles', 'Smart Control : Set your desired time, temperature, function, and toast level with the rotatory knob. Auto shut off feature relieves you from monitoring whereas the transparent toughened glass with a cool-touch handle is an added advantage', 'Versatile : Built with Rotisserie function Pringle smart oven can grill, bake, roast and air fry all your favorites. Expand your cooking options with us - Make cake, chicken, pizza, steak, cookies, fries, kebabs, and veg skewers. All in one electric oven fryer.']"
2/20/2023,https://www.amazon.in/Intellect-Multifunctional-Intelligent-Temperature-POPQ/dp/B0B41WB3QB,Air Fryer Intellect Digital Screen Contact Control Air Fryer Multifunctional Oil-Free Healthy Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer POPQ,POPQ,4.2,Not Available,"35,090","21,054.00",Not Available,Not Available,Not Available,China,Not Available,Not Available,"{'Brand': 'POPQ', 'Manufacturer': 'POPQ', 'Package Dimensions': '34.5 x 30.5 x 30.5 cm; 6.42 Kilograms', 'Item part number': 'LQHPOPQH43131EUDRIN', 'Country of Origin': 'China', 'Item Weight': '6 kg 420 g'}","['[Healthy]This air fryer does not need oil when cooking and is more suitable for modern and healthy living concepts. Less oil and no fat. No frying is healthier. Smart cooking, no oily fume. You can easily cook food at home.', '[Safe]This air fryer is detachable, and the pull-out basket is very convenient to take. There is also a power-off memory function. When you need to pull out the frying basket to check the food status and remove the pan, it will automatically disconnect the power supply, making it safer to use.', '[Multifunction]This air fryer can not only preheat, keep warm, and keep the food in the best state but also can intelligently time it, allowing you to cook more easily. At the same time, there are 6 gourmet cooking modes, covering snacks, meat, seafood, cakes, etc., allowing you to easily enjoy a variety of cious dishes.', '[Big Screen]This air fryer is equipped with a large display screen. The screen display is clear, there is a sensing device, and can be operated through the screen. The screen is sensitive, you can easily switch the fryer function, and the operation is very convenient.', '[Fast]This air fryer has a surrounding three-dimensional air guide groove, multiple heat dissipation systems, and the hot air circulates at a uniform speed. The energy gathering effect is stronger, the baking time is reduced, and the cooking time is shorter.', 'Warranty not applicable for this product']"
2/20/2023,https://www.amazon.in/Electric-Nonstick-Control-Healthy-Controller/dp/B09BTQFP45,"Air Fryer 1000W 3.5L Electric Hot Air Fryer Oven Free Nonstick Cooker Knob Control Healthy Air Fryer with Timer and Controller, 220V (Black) -Layfoo",Layfoo,3.7,Not Available,"55,797","25,009.00",Not Available,Not Available,1000 Watts,China,Not Available,Not Available,"{'Brand': 'Layfoo', 'Manufacturer': 'Layfoo', 'Product Dimensions': '32 x 32 x 18 cm; 3.69 Kilograms', 'Item part number': 'CXXLAYFOOH39792KTIN', 'Number Of Items': '1', 'Wattage': '1000 Watts', 'Country of Origin': 'China', 'Item Weight': '3 kg 690 g'}","['☆ 360 ° hot air high-speed circulation technology, constant penetration and even heating.', '☆ Small and convenient, the air fryer can be placed on the kitchen without pressure.', '☆ -free food frying, low fat, more healthier.', '☆ Build in timer, it will automatically shut down when the appliance count down to zero. You can manually switch off it by turning timer knob to zero clockwise.', '☆ Large fry pot provides ugh acity to cook snacks for the entire fa ly. Create Healthier food by using less grease in your cooking with the ""Hot Air Cooking"" method.']"
2/20/2023,https://www.amazon.in/Pringle-Digital-circulation-technology-beautiful/dp/B0B9GPVHSW,Pringle 4.5L Digital Air Fryer with 360 degree 3D rapid hot air circulation technology with beautiful touch panel display 1400 watt power (Black),PRINGLE,3.8,Not Available,"8,999","5,999.00",Blac,Not Available,Not Available,China,1283758,92,"{'Product Dimensions': '32D x 30W x 30H Centimeters', 'Colour': 'Blac', 'Material': 'Plastic', 'Item Weight': '2.5 Kilograms', 'Brand': 'PRINGLE', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Pringle Homeware Pvt Ltd', 'Country of Origin': 'China', 'Item model number': 'AF1405', 'ASIN': 'B0B9GPVHSW'}","['EASY TO COOK - Built in digital one-touch screen menu featuring 8 presets-Steak, Fish, Cake, Chicken leg,Shrimp, Chips, Ice chip. Just tap and go! Super easy to use! And 85% less oil than traditional fryers, but deliver the same deliciously crunchy taste of fried food with little to no oil. Also no oil fumes in house. Let your lover eat healthier.', 'Expand the cooking possibilities of your air fryer by doing more than just frying. Grill juicy steaks, roast a pork loin, or even toast a slice of bread all in one versatile appliance.', 'PRINGLE air fryer has a 4 liter Pan capacity and 3.5 Liter Basket capacity. Best for family use.| Included Components: 1 Air Fryer, 1 Double Layer Grill, 1 Recipe Book, 1 User. Material: Food Grade BPA Free Plastic, Steel| Voltage: 220-240V| 1 Year Onsite Warranty.', ""Removable nonstick coated basket are dishwasher safe, PFOA-free & BPA-free. INDICATOR lets you know when cooking time has been reached. The timer will beep a couple of times to let you know when it's done."", 'SLEEK AND MODERN LOOK - 4.5 Liters with advanced touch screen menu. Take the guesswork out of cooking with the built-in touch screen menu featuring 7 cooking presets: Fries/Chips, Paneer, Chicken, Steak, Shrimp, Cake, Fish, and Pizza. Equipped with a wide temperature range from 80 to 200 Degree in 10 degree increments and a cooking timer up to 30 minutes', 'Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', 'EASY To Clean : Detachable Basket function always help to cleaning after cook in Air Fryer']"
2/20/2023,https://www.amazon.in/NUTRICOOK-Digital-Control-Programs-AO112K/dp/B07ZYB62YW,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{},[]
2/20/2023,https://www.amazon.in/Faber-defrost-technology-8-preset-warranty/dp/B0BLZCQVDJ,"Faber 4.5L 1500W Air Fryer, fry, bake, roast, toast, defrost, grill & reheat | 360° rapid air technology, 8-preset menu, 85% less oil, LED display & touch control | 1yr warranty (FAF 4.5 AS BK) Black",Faber,3.8,Not Available,"9,990","6,989.00",Black,Not Available,Not Available,India,350893,68,"{'Product Dimensions': '28D x 35W x 33H Centimeters', 'Colour': 'Black', 'Material': 'Plastic', 'Recommended Uses For Product': 'Roast, Bake, Defrost', 'Item Weight': '5 Kilograms', 'Brand': 'Faber', 'Model Name': 'FAF 4.5 AS BK', 'Has Nonstick Coating': 'Yes', 'Manufacturer': 'Faber', 'Country of Origin': 'India', 'Item model number': '131.0641.115', 'ASIN': 'B0BLZCQVDJ'}","['Capacity: 4.5 Liter( basket) / 4L drawer || 220- 240 V 50/60 Hz || 1500 watt', 'Plastic body with metal painting decoration|| Detachable non-stick container || Detachable frying basket With overheat protection', '30/60 min timer automatically shut off for precise cooking || 8 Preset cooking menu : Fries, Panner, Fish, Shrimp, Chicken, Cake', 'Adjustable temperature 80-200°C With overheat protection || LED display , Touch panel || Power cord storage || Operation light indicator', 'Non-slip feet || With few drops of oil or no oil during frying process, healthy lifestyle || Can fry MAX 1500g frozen fries.(basket) || 1 year warranty on the product']"
2/20/2023,https://www.amazon.in/Inalsa-Stainless-Sous-Chef-1650-Temperature/dp/B097TRNFQF,"INALSA Air Fryer Digital 6.5 L Sous Chef-1650 Watt with 8 Preset Programs, Variable Temperature Control & Auto Shake Reminder|Free Recipe book|2 Year Warranty(Black/Silver)",Inalsa,3.9,295,"13,995","8,289.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{},"[""8 PRESET MENU: Air Fry Digital's 8 preset programs will let you cook frozen potatoes, natural potatoes, all kinds of vegetables, chicken, sausage, meat, fish, cakes and more!"", 'FULLY DIGITAL: Fryer with LED display & smart touch control. Set the time between 1 and 6 min and the temperature between 4 and 2 °C. It has a buzzer when it is finished cooking, a cool to the touch handle and non-slippery handles.', 'HUGE CAPACITY: 5.5 litres basket capacity & 6.5 litres pan capacity which allows to make 12 grams of potatoes which is equal to 7/8 servings. It has 165 W of power which ensures fast and uniform cooking.', 'Cool touch handle with Basket release button', 'Smoke vent for absorbing unwanted smell & smoke', 'Overheat Safety Protection', 'Auto Shut Off & Auto Shake Reminder', 'Variable Temperature Control & Timer upto 6 minutes']"
2/20/2023,https://www.amazon.in/Electric-Digital-Nonstick-Temperature-Control/dp/B096ZS8D7M,Air Fryer 1000W 3L Electric Hot Air Fryer Oven with LED Digital Screen Oil Free Nonstick Pot with Knob Timer Temperature Control Air Fryer EU Plug,Layfuz,Not Available,Not Available,"23,812.67","13,917.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{},"['1000W air fryer for you to cook delicious, oil-free and healthy food easily and fast.', '3L large capacity, equipped with a detachable non-stick food air frying pot, enough to cook snacks for your entire family.', 'Timer and temperature control design ensure delicious cooking and safety.', 'Non-slip feet at the bottom of the device, small and portable, easy and convenient to operate.', 'Non-stick coating of the pot, easy to clean, durable for using.', 'Warranty not applicable for this product']"
2/20/2023,https://www.amazon.in/MegaChef-Airfryer-Multicooker-Pre-Programmed-Settings/dp/B074ZWHXNG,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{},[]
