Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,output_wattage,asin,item_model_number,min_temperature,wattage,country_of_origin,manufacturer,is_dishwasher_safe,nonstick_coating,model_name,control_method,item_weight,recommended_uses,material,capacity,product_color,product_dimensions,special_feature,bullet_points
https://www.amazon.in/REPLEX-Nonstick-Electric-Adjustable-Temperature/dp/B09M9YXLTJ/ref=sr_1_74?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-74,"        REPLEX Air Fryer Oven, Oil Free Nonstick Cooker, Electric Hot Air Fryer With 30 Minute Timer & Adjustable Temperature Control, Baking and Grilling Pan with Large Basket ( 4.0 L / 1500W )       ",‎REPLEX,4,Not Available,"18,000","8,918.00",Not Available,Not Available,‎B09M9YXLTJ,‎REPLEX,Not Available,Not Available,‎China,‎REPLEX,Not Available,‎Yes,‎air fryer oven,‎App,‎300 Grams,Not Available,‎nonstick,‎4 Cubic Feet,‎black,Not Available,Not Available,"['【 Healthier cooking】: With the use of rapid air circulation technology and a low calorie cooking spray, you can fry without the excess fat associated with traditional frying and in a reduced time, perfect to keep you and your family healthy and fit.', '【Convenient Timer Control】: Small Air Fryer for Your Kitchen Countertop with a Classic Temperature Control (0°C- 400°C) , Make Sure Easy to Programming and Cooking Easily,And timer control to 30 min, Easy to Use 4 L Air Fryer Basket is Enough for a Family of 2 to 4 People. Air Fryers Best Seller Prime Deal of the Day.', '【Family Size Air Fry Basket】: This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', '【 Easy To Clean】: The air fryer has a non-stick removable tray, cool touch handle. All accessories are dishwasher safe, making it easy to clean after daily use.', '【Multi functional Cooking Method】 : This air fryers has a large 4.2QT capacity, can fit a regular size roast chicken and serves a family of at 3-4 people. You can do more than just fry, as this machine also roasts, grills and bakes food like pizza, steak, french fries, drumsticks or bread.']"
https://www.amazon.in/Philips-Daily-Collection-HD9218-Technology/dp/B085PWPMXY/ref=sr_1_25?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sprefix=air+fryer%2Caps%2C3150&sr=8-25,"        Philips Daily Collection HD9218 Air Fryer, uses up to 90% less fat, 1425W, with Rapid Air Technology (Black)       ",‎PHILIPS,4.4,"2,478","14,999","14,299.00","  #61,386 in Home & Kitchen (See Top 100 in Home & Kitchen)   #53 in Deep Fat Fryers   ",Not Available,‎B085PWPMXY,‎HD9218/53,Not Available,Not Available,‎India,‎Philips,Not Available,Not Available,‎HD9218,Not Available,‎5.81 Kilograms,"‎Roast, Bake",‎Plastic,Not Available,‎Black,‎28.7 x 31.5 x 38.4 cm; 5.8 Kilograms,‎Temperature Control,"['Innovative Philips Airfryer with Rapid Air technology lets you grill, bake and even roast your favorite dishes. Voltage:220-240 V', 'Cook yummy food with up to 90% less fat', 'Time settings: 30 minutes timer with auto off', 'Temperature control : up to 200 °C', 'Cord length for easy manoeuvrability: 1.8 m', 'Not Just Fries, now make Aloo Tikkis, Roast Chicken, Grilled Vegetables, Chocolate Cakes and much more', 'Warranty: 2 years']"
https://www.amazon.in/Hiki-Ziki-Oil-Free-Vegetable-Operation/dp/B09M74JRNL/ref=sr_1_64?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-64,"        Hiki Ziki Air Fryer Oven, 4.0 L Healthy Oil-Free Air Fryer, Electric Vegetable Air Fryer Easy Operation with Simple Knob Controls for Frying, Roasting, Grilling, Baking, Tray       ",‎Hiki Ziki,4.4,Not Available,"18,200","9,085.00",Not Available,Not Available,‎B09M74JRNL,‎1,Not Available,Not Available,‎China,‎Hiki Ziki,Not Available,‎No,‎healthy air fryer,Not Available,‎399 Grams,‎oven,‎plastic + non stick,‎4 litres,‎black,‎18D x 12W x 10H Centimeters,‎Temperature Control,"['♣Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts', '♣Quick Release Button: Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose', '♣Family Size Basket – This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', '♣Healthy Frying: Crispy Fry uses the rapid air technology to cook healthy-low fat versions of your favourite foods, using little to no oil. 85% Oil less than traditional frying methods ; Power Consumption: 1200W; Power Requirement: 220V ; Specially design cooking pan for better cooking result Frying material steel and 30 minutes timer with end alarm Auto shut off feature', '♣Fast-Heating and Adjustable Temperature Control -- With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories']"
https://www.amazon.in/ZINZA-Digital-Temperatur-Nonstick-Shut-off/dp/B09M728P76/ref=sr_1_65?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-65,"        ZINZA Air Fryer, Digital Hot Air Fryers Cooker Classic Timer and Temperatur Bake, Nonstick Basket Easy to Use Mini Air Fryer Auto Shut-off Oven with Touch Control Panel       ",‎ZINZA,4.2,Not Available,"19,000","9,098.00",Not Available,Not Available,‎B09M728P76,‎1,Not Available,Not Available,‎China,‎ZINZA,Not Available,‎Yes,Not Available,Not Available,‎250 Grams,Not Available,‎nonstick,‎4 litres,‎Black,Not Available,Not Available,"['the Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'Fast-Heating and Adjustable Temperature Control -- With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose.', 'Wide Temperature Ranges from 175 to 400°F and Time Range from 1 to 30 Min Allow to Set Desired Temperature and Time Combination for Favorite Recipes. It’s Easy to Use, Perfect for Beginners, with No Hassle and No Mess.', 'Family Size Basket – This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
https://www.amazon.in/ERIZONE-functional-Adjustable-Temperature-1300-1500W/dp/B09M77XX2P/ref=sr_1_90?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476031&sprefix=air+fryer%2Caps%2C3150&sr=8-90,        ERIZONE Multi functional Air Fryer Deep Fryer Oil-free Baking Adjustable Temperature Control 1300-1500W Fries Whole Chicken 3-5 People Non Stick Timer Kitchen Healthy cooker       ,‎ERIZONE,Not Available,Not Available,"18,200","9,100.00",Not Available,Not Available,‎B09M77XX2P,‎ER_25,Not Available,Not Available,‎China,‎ERIZONE,Not Available,‎Yes,‎air fryer,Not Available,‎399 Grams,Not Available,‎non stick,‎4 litres,‎Multicolour,Not Available,Not Available,"['►The Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', '►Family Size Basket : This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion', '►Intelligent Knob & Easy To Use: Rotate the knob to adjust timer & temp according to your cooking needs. Let the knobs take care of your dishes. This air fryer is not just limited to chips; you can cook-up casseroles, curries, beef , chicken breasts, sausages and even desserts.', '►The Compact Air Fryer has a Nonstick Coating on the Whole Air Fryer Pan and Tray which is Easy to Clean and Dishwasher Safe. The Air Frier Cookers is PFOA Free & BPA Free 100% Safe Coating Material Ensure Anyone a Healthy Life. With a High Quality PTFE Coating Nonstick Pan, There is No Splashing Fat and Fewer Unpleasant Odors. Air Fryers Best Seller Prime Deal of the Day.', '►The Small Air Fryer Combines 4 Circle Powerful Heating Tube with 360°High Speed Hot Air Circulation Technology, Cooks Evenly and Locks the Moisture in Food, Making the Air Frier More Energy Efficient and Save Cooking Time by 30%~50% than a Classic Oven. The 4.5Quart Air Fryer Basket Meets the Needs of a Family of 2 to 4 Persons, can Hold 12 Pieces of Chicken Wings, 1.3lbs of French Fries, and 2 Big Steaks.']"
https://www.amazon.in/Rotisserie-Electric-Touchscreen-Roasting-Accessories/dp/B09T73T1PC/ref=sr_1_6?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476002&sprefix=air+fryer%2Caps%2C3150&sr=8-6,"        AGARO Regency Air Fryer, 12L, Family Rotisserie Oven, 1800W Electric Air Fryer Toaster Oven, Tilt led Digital Touchscreen, 9 Presets Menu for Baking, Roasting, Toasting etc, with Accessories       ",‎AGARO,3.8,874,"19,995","7,999.00","  #1,402 in Home & Kitchen (See Top 100 in Home & Kitchen)   #5 in Air Fryers   ",Not Available,‎B09T73T1PC,‎33684,Not Available,Not Available,‎China,‎Universal Corporation Limited,Not Available,Not Available,Not Available,Not Available,‎8000 Grams,"‎Roast, Reheat",Not Available,‎12 litres,‎Silver,‎32D x 33W x 37.5H Centimeters,‎Temperature Control,"['12L large capacity, 1800W, Temp range: 80°C - 220°C, Timer: 1-90 min, 360° heat circulation technology, helps you finish cooking perfectly', '9+3+4 Functions: 9 Pre-set Recipes+3 Assist Cooking Functions+ 4 control setting. 9 Recipes - French Fries, Roast, Fish, Shrimps, Pizza, Chicken, Baking, Rotisserie, Toast. 3 Assist Cooking Functions: Reheat, Preheat, Defrost. 4 Security Features: Overheating protection, Automatic shut-off, Circuit overload protection, Dishwasher safe', 'Special Bevelled LED screen design: The simple and smart LED screen, transparent cooking window and Interior lighting, Touch control panel', 'Healthier Alternatives: Healthy cooking with less fat can reduce your fat intake by 90%, protecting your diet healthy', 'Includes: 1x Rotating Basket, 1x Handle Tool , 1x Rotisserie Fork, 1x Skewer Rack, 2x Mesh Racks \x97 1x Drip Tray, 1x Frying Basket, 2x Gloves 1 x Recipe Book""', 'Warranty: 2 year on product']"
https://www.amazon.in/Electric-Digital-Nonstick-Temrature-FNHY/dp/B0BPYJ8VM3/ref=sr_1_113?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476037&sprefix=air+fryer%2Caps%2C3150&sr=8-113,        Air Fryer 1000W 3L Electric Hot Air Fryer Oven with LED Digital Screen Oil Free Nonstick Pot with Knob Timer Temrature Control Air Fryer EU Plug FNHY       ,‎FNHY,4,Not Available,Not Available,"3,549.00",Not Available,Not Available,B0BPYJ8VM3,Not Available,Not Available,Not Available,Not Available,‎FNHY,Not Available,Not Available,Not Available,Not Available,‎2 kg 520 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['☪[1000W air fryer for you to cook delicious, oil-free and healthy food easily and fast.', '☪[3L large ty, equipd with a detachable non-stick food air frying pot, ugh to cook snacks for your entire family.', '☪[Timer and temrature control design ensure delicious cooking and safety.', '☪[Non-slip feet at the bot of the device, small and portable, easy and convenient to orate.', '☪[Non-stick coating of the pot, easy to clean, durable for using.']"
https://www.amazon.in/GOLKIPAR-Electric-Controls-Roasting-Grilling/dp/B09MTV868D/ref=sr_1_76?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476027&sprefix=air+fryer%2Caps%2C3150&sr=8-76,"        GOLKIPAR Air Fryer Oven Healthy cooker 4.0 L Oven ,Air Fryer 4 Liter Electric Hot Oven Cooker Air Fryer Machine with Simple Knob Controls for Frying, Roasting, Grilling, Baking, Tray, Black       ",‎GOLKIPAR,4.4,Not Available,"18,000","9,100.00",Not Available,Not Available,‎B09MTV868D,‎G-02,Not Available,Not Available,‎China,‎HUEX,Not Available,‎Yes,‎Healthy Airfryer,Not Available,‎450 Grams,‎Bake,"‎Stainless Steel, Plastic",‎4 litres,‎Black,Not Available,‎Temperature Control,"['the Air Fryer Oven Uses Up to 85% Less Oil than Traditional Deep Frying Methods, Helps to Reduce Calories but Maintain the Same Delicious Flavor and Crispy Taste, Especially Good for People Who Focus on a Healthy Life and Keep Slim Giving a Healthy Lifestyle.', 'Fast-Heating and Adjustable Temperature Control -- With 1300 w of power, this air fryer heats up in 2-3 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', 'Pressing the release button allows you to detach your basket from the air-fryer for easy cleaning and quick serving purpose.', 'Wide Temperature Ranges from 175 to 400°F and Time Range from 1 to 30 Min Allow to Set Desired Temperature and Time Combination for Favorite Recipes. It’s Easy to Use, Perfect for Beginners, with No Hassle and No Mess.', 'Family Size Basket – This large 4 L capacity air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion.']"
https://www.amazon.in/Qunan-Multifunctional-Household-Firepower-Electric/dp/B0BFW7WNL5/ref=sr_1_131?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476040&sprefix=air+fryer%2Caps%2C3150&sr=8-131,        Qunan Air Fryer 5.5L Multifunctional ligence Household Large 1300W Big Firepower Timing Touch S n L Electric Air Fryer       ,‎Qunan,4,Not Available,"36,983.25","22,189.00",Not Available,Not Available,B0BFW7WNL5,Not Available,Not Available,Not Available,‎China,‎Qunan,Not Available,Not Available,Not Available,Not Available,‎4 kg 640 g,Not Available,‎Abs,Not Available,Not Available,Not Available,Not Available,"['is air fryer comes wi a detachable oil filter pan and a non-sti coated frying basket, wi a non-slip and non-hot handle for cooking in ace.', '5.5L large domestic fryer wi 1300W er power and hot air circulation. By circulating hot air, e material will form a crisp outer layer and retain moisture.', 'An air fryer is a great way to cook food wi out using oil, making it easy to enjoy fried food wi out taxing e body，and efficient ermal conductivi , uniform heating.', 'When e food is removed from e fryer, e breakpoint protection is au atically activated and e heating is stop d to ensure at e user can use e product safely.', 'is air fryer allows you to cook your food at home in a simple and qui way, providing you wi a heal y, high-tech, efficient lifes le!', 'Warranty not applicable for this product']"
https://www.amazon.in/Prestige-PAF-4-0-2-2-Litre-Fryer/dp/B01JP4NCJW/ref=sr_1_31_mod_primary_new?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476016&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=air+fryer%2Caps%2C3150&sr=8-31,        Prestige PAF 4.0 2.2-Litre Air Fryer (Black)       ,‎Prestige,3.8,563,"7,595","4,799.00","  #66,760 in Home & Kitchen (See Top 100 in Home & Kitchen)   #31 in Air Fryers   ",Not Available,‎B01JP4NCJW,‎41491,Not Available,Not Available,‎India,‎Prestige,Not Available,Not Available,Not Available,Not Available,4 kg 670 g,"‎Roast, Bake",‎Plastic,‎2.2 litres,‎Black,Not Available,‎Manual,"['Content: Prestige Air Fryer Paf 4.0', 'Net Quantity: 1 Unit ; Controls: Timer Control ; These features are easy to operate and they help save power. Easy Maintenance The removable frying basket is easy-to-clean and maintain', 'Voltage: 230V; Wattage: 1400W', 'Cooking capability: Fry, grill, roast and bake ; Temperature and Timer Control, Specially Designed Basket, Filter and Safety Button', 'Includes Air Fryer']"
